algorithm_name,run_id,Round,total_time_us,total_reader_energy_j,total_tag_energy_j,total_slots,success_slots,collision_slots,idle_slots,phy_efficiency,Recall,Goodput,total_time_ms,total_time_s,total_energy_j,edp,collision_rate
LODS (eps=0.40),35,35,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12809.837955549863,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),35,35,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12809.837955549863,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),35,35,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12809.837955549863,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,35,35,144360.0,0.14436,0.0,16,0,16,0,0.0,1.0,6927.126627874758,144.36,0.14436,0.14436,0.020839809599999995,1.0
LODS (eps=0.25),36,36,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12809.837955549863,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),36,36,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12809.837955549863,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),36,36,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12809.837955549863,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),36,36,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12809.837955549863,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.25),37,37,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12809.837955549863,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,36,36,144360.0,0.14436,0.0,16,0,16,0,0.0,1.0,6927.126627874758,144.36,0.14436,0.14436,0.020839809599999995,1.0
LODS (eps=0.30),37,37,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12809.837955549863,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),37,37,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12809.837955549863,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),37,37,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12809.837955549863,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.25),38,38,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12809.837955549863,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),38,38,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12809.837955549863,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),38,38,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12809.837955549863,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),38,38,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12809.837955549863,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,37,37,144360.0,0.14436,0.0,16,0,16,0,0.0,1.0,6927.126627874758,144.36,0.14436,0.14436,0.020839809599999995,1.0
LODS (eps=0.25),39,39,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12809.837955549863,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,38,38,144360.0,0.14436,0.0,16,0,16,0,0.0,1.0,6927.126627874758,144.36,0.14436,0.14436,0.020839809599999995,1.0
LODS (eps=0.30),39,39,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12809.837955549863,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),39,39,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12809.837955549863,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),39,39,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12809.837955549863,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,39,39,144360.0,0.14436,0.0,16,0,16,0,0.0,1.0,6927.126627874758,144.36,0.14436,0.14436,0.020839809599999995,1.0
LODS (eps=0.60),40,40,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12809.837955549863,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),40,40,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12809.837955549863,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.25),40,40,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12809.837955549863,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),40,40,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12809.837955549863,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.25),41,41,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12809.837955549863,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,40,40,144360.0,0.14436,0.0,16,0,16,0,0.0,1.0,6927.126627874758,144.36,0.14436,0.14436,0.020839809599999995,1.0
LODS (eps=0.30),41,41,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12809.837955549863,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),41,41,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12809.837955549863,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),41,41,78065.0,0.078065,0.0,9,0,9,0,0.0,0.999,12797.028117594313,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.25),42,42,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12797.028117594313,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,41,41,147157.5,0.1471575,0.0,17,0,17,0,0.0,1.0,6795.440259585818,147.1575,0.1471575,0.1471575,0.021655329806249998,1.0
LODS (eps=0.40),42,42,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12797.028117594313,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),42,42,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12797.028117594313,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),42,42,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12797.028117594313,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.25),43,43,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9979959919839679,12758.598603727663,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),43,43,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9979959919839679,12758.598603727663,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,42,42,147157.5,0.1471575,0.0,17,0,17,0,0.0,1.0,6788.644819326232,147.1575,0.1471575,0.1471575,0.021655329806249998,1.0
LODS (eps=0.60),43,43,78065.0,0.078065,0.0,9,0,9,0,0.0,0.998997995991984,12771.408441683214,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),43,43,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9979959919839679,12758.598603727663,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.25),44,44,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9969879518072289,12720.169089861014,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,43,43,147157.5,0.1471575,0.0,17,0,17,0,0.0,1.0,6781.849379066646,147.1575,0.1471575,0.1471575,0.021655329806249998,1.0
LODS (eps=0.30),44,44,78065.0,0.078065,0.0,9,0,9,0,0.0,1.0,12758.598603727663,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),44,44,78065.0,0.078065,0.0,9,0,9,0,0.0,0.998995983935743,12745.788765772113,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),44,44,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9979919678714859,12732.978927816564,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.25),45,45,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9989939637826962,12720.169089861014,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),45,45,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9969818913480886,12694.549413949915,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,44,44,155550.0,0.15555,0.0,20,0,20,0,0.0,1.0,6403.085824493733,155.55,0.15555,0.15555,0.0241958025,1.0
LODS (eps=0.40),45,45,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9959758551307847,12681.739575994365,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),45,45,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9989939637826962,12720.169089861014,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.25),46,46,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9959636730575177,12643.310062127715,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,45,45,149955.0,0.149955,0.0,18,0,18,0,0.0,1.0,6628.6552632456405,149.955,0.149955,0.149955,0.022486502025,1.0
LODS (eps=0.30),46,46,78065.0,0.078065,0.0,9,0,9,0,0.0,0.992936427850656,12604.880548261066,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),46,46,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9949545913218971,12630.500224172165,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),46,46,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9989909182643795,12681.739575994365,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.25),47,47,78065.0,0.078065,0.0,9,0,9,0,0.0,0.993920972644377,12566.451034394415,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),47,47,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9969604863221885,12604.880548261066,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),47,47,78065.0,0.078065,0.0,9,0,9,0,0.0,0.993920972644377,12566.451034394415,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,46,46,158372.5,0.15837249999999997,0.0,21,0,21,0,0.0,1.0,6257.399485390456,158.3725,0.1583725,0.15837249999999997,0.025081848756249997,1.0
LODS (eps=0.60),47,47,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9929078014184397,12553.641196438866,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),48,48,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9908443540183113,12476.782168705566,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),48,48,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9898270600203459,12463.972330750017,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,47,47,169562.5,0.16956249999999995,0.0,25,0,25,0,0.0,1.0,5820.862513822337,169.5625,0.1695625,0.16956249999999995,0.02875144140624999,1.0
LODS (eps=0.25),48,48,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9928789420142421,12502.401844616666,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),48,48,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9959308240081384,12540.831358483316,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),49,49,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9856996935648621,12361.493627105618,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),49,49,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9867211440245148,12374.303465061168,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.25),49,49,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9918283963227783,12438.352654838916,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),49,49,78065.0,0.078065,0.0,9,0,9,0,0.0,0.992849846782431,12451.162492794467,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,48,48,166765.0,0.16676499999999994,0.0,24,0,24,0,0.0,1.0,5894.522231883189,166.765,0.166765,0.16676499999999994,0.02781056522499999,1.0
LODS (eps=0.25),50,50,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9907597535934292,12361.493627105618,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),50,50,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9887063655030801,12335.873951194519,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),50,50,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9784394250513347,12207.77557163902,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),50,50,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9887063655030801,12335.873951194519,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,49,49,169537.5,0.16953749999999995,0.0,25,0,25,0,0.0,1.0,5774.533657745336,169.5375,0.1695375,0.16953749999999995,0.02874296390624999,1.0
LODS (eps=0.25),51,51,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9886363636363636,12259.014923461218,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),51,51,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9803719008264463,12156.53621981682,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),51,51,78065.0,0.078065,0.0,9,0,9,0,0.0,0.981404958677686,12169.346057772369,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,50,50,169562.5,0.16956249999999995,0.0,25,0,25,0,0.0,1.0,5744.194618503501,169.5625,0.1695625,0.16956249999999995,0.02875144140624999,1.0
LODS (eps=0.60),51,51,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9803719008264463,12156.53621981682,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.25),52,52,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9771309771309772,12041.24767821687,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),52,52,78065.0,0.078065,0.0,9,0,9,0,0.0,0.975051975051975,12015.628002305772,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),52,52,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9792099792099792,12066.867354127971,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),52,52,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9792099792099792,12066.867354127971,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,51,51,180752.5,0.18075249999999995,0.0,29,0,29,0,0.0,1.0,5355.389275390382,180.7525,0.1807525,0.18075249999999995,0.03267146625625,1.0
LODS (eps=0.25),53,53,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9822175732217573,12028.437840261322,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),53,53,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9853556485355649,12066.867354127971,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),53,53,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9790794979079498,11990.008326394673,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),53,53,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9811715481171548,12015.628002305772,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,52,52,175157.5,0.17515749999999997,0.0,27,0,27,0,0.0,1.0,5492.19987725333,175.1575,0.1751575,0.17515749999999997,0.030680149806249994,1.0
LODS (eps=0.30),54,54,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9757639620653319,11861.909946839172,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.25),54,54,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9768177028451,11874.719784794723,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),54,54,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9810326659641728,11925.959136616922,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),54,54,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9852476290832455,11977.198488439122,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,53,53,172335.0,0.17233499999999996,0.0,26,0,26,0,0.0,1.0,5547.3351321553955,172.335,0.172335,0.17233499999999996,0.029699352224999993,1.0
LODS (eps=0.30),55,55,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9723991507430998,11733.811567283674,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),55,55,78065.0,0.078065,0.0,9,0,9,0,0.0,0.964968152866242,11644.142701594825,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.25),55,55,78065.0,0.078065,0.0,9,0,9,0,0.0,0.975583864118896,11772.241081150323,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),55,55,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9777070063694268,11797.860757061424,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,54,54,177955.0,0.17795499999999995,0.0,28,0,28,0,0.0,0.9989462592202318,5327.1894580090475,177.955,0.177955,0.17795499999999995,0.03166798202499999,1.0
LODS (eps=0.25),56,56,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9678800856531049,11580.093511817076,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),56,56,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9689507494646681,11592.903349772627,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),56,56,78065.0,0.078065,0.0,9,0,9,0,0.0,0.974304068522484,11656.952539550375,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),56,56,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9657387580299786,11554.473835905976,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,55,55,175157.5,0.17515749999999997,0.0,27,0,27,0,0.0,0.9968152866242038,5360.889485177626,175.1575,0.1751575,0.17515749999999997,0.030680149806249994,1.0
LODS (eps=0.25),57,57,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9730021598272138,11541.663997950427,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),57,57,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9611231101511879,11400.755780439378,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),57,57,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9708423326133909,11516.044322039326,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),57,57,78065.0,0.078065,0.0,9,0,9,0,0.0,0.968682505399568,11490.424646128227,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,56,56,183550.0,0.18354999999999996,0.0,30,0,30,0,0.0,1.0,5088.531735222011,183.55,0.18355,0.18354999999999996,0.03369060249999999,1.0
LODS (eps=0.25),58,58,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9662309368191722,11362.326266572729,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),58,58,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9640522875816994,11336.706590661628,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),58,58,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9520697167755992,11195.798373150581,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),58,58,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9618736383442266,11311.08691475053,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,57,57,183550.0,0.18354999999999994,0.0,30,0,30,0,0.0,0.9989200863930886,5039.498774175974,183.55,0.18355,0.18354999999999994,0.033690602499999986,1.0
LODS (eps=0.25),59,59,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9603960396039604,11182.98853519503,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),59,59,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9537953795379538,11106.129507461732,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),59,59,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9537953795379538,11106.129507461732,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),59,59,78065.0,0.078065,0.0,9,0,9,0,0.0,0.966996699669967,11259.84756292833,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.25),60,60,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9544950055493896,11016.460641772883,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,58,58,183550.0,0.18354999999999996,0.0,30,0,30,0,0.0,0.9967320261437909,4985.017706347045,183.55,0.18355,0.18354999999999996,0.03369060249999999,1.0
LODS (eps=0.30),60,60,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9556048834628191,11029.270479728431,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),60,60,78065.0,0.078065,0.0,9,0,9,0,0.0,0.951165371809101,10978.031127906233,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),60,60,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9533851276359601,11003.650803817332,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.25),61,61,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9494949494949495,10837.122910395185,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,59,59,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9955995599559956,4856.518064368988,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.30),61,61,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9607182940516273,10965.221289950683,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),61,61,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9405162738496072,10734.644206750785,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),61,61,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9562289562289562,10913.981938128483,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.25),62,62,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9489795918367347,10721.834368795235,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),62,62,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9410430839002267,10632.165503106386,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,60,60,183550.0,0.18354999999999994,0.0,30,0,30,0,0.0,0.9966703662597114,4892.399891037865,183.55,0.18355,0.18354999999999994,0.033690602499999986,1.0
LODS (eps=0.40),62,62,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9467120181405896,10696.214692884136,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),62,62,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9489795918367347,10721.834368795235,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),63,63,82462.5,0.0824625,0.0,10,0,10,0,0.0,0.9495412844036697,10040.92769440655,82.4625,0.0824625,0.0824625,0.006800063906249999,1.0
LODS (eps=0.40),63,63,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9357798165137615,10452.827771728687,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.25),63,63,82462.5,0.0824625,0.0,10,0,10,0,0.0,0.9610091743119266,10162.194937092618,82.4625,0.0824625,0.0824625,0.006800063906249999,1.0
LODS (eps=0.60),63,63,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9506880733944955,10619.355665150837,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,61,61,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9943883277216611,4754.558016608755,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.25),64,64,82462.5,0.0824625,0.0,10,0,10,0,0.0,0.9385150812064965,9810.519933303018,82.4625,0.0824625,0.0824625,0.006800063906249999,1.0
Fixed-Robust,62,62,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9943310657596371,4706.261151880224,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.30),64,64,78065.0,0.078065,0.0,9,0,9,0,0.0,0.931554524361949,10286.29987830654,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),64,64,78065.0,0.078065,0.0,9,0,9,0,0.0,0.931554524361949,10286.29987830654,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.40),64,64,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9245939675174014,10209.44085057324,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,63,63,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9919724770642202,4641.865332242182,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.40),65,65,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9178403755868545,10017.293281239992,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),65,65,78065.0,0.078065,0.0,9,0,9,0,0.0,0.931924882629108,10171.011336706591,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),65,65,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9237089201877934,10081.342471017742,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.25),65,65,103227.5,0.1032275,0.0,14,0,14,0,0.0,0.9495305164319249,7837.058923252041,103.2275,0.1032275,0.1032275,0.01065591675625,1.0
LODS (eps=0.40),66,66,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9334916864608076,10068.532633062192,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),66,66,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9287410926365796,10017.293281239992,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,64,64,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9953596287703016,4604.301104119991,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.25),66,66,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9358669833729216,10094.152308973293,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.60),66,66,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9323040380047506,10055.722795106643,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,65,65,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9882629107981221,4518.440011269268,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.40),67,67,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9290865384615384,9902.004739640044,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),67,67,84062.5,0.08406250000000001,0.0,10,0,10,0,0.0,0.9326923076923077,9231.226765799256,84.0625,0.0840625,0.08406250000000001,0.007066503906250001,1.0
LODS (eps=0.25),67,67,103227.5,0.1032275,0.0,14,0,14,0,0.0,0.9435096153846154,7604.5627376425855,103.2275,0.1032275,0.1032275,0.01065591675625,1.0
LODS (eps=0.60),67,67,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9230769230769231,9837.955549862294,78.065,0.078065,0.078065,0.006094144225,1.0
Fixed-Robust,66,66,186347.5,0.18634749999999994,0.0,31,0,31,0,0.0,0.9904988123515439,4475.509464843907,186.3475,0.1863475,0.18634749999999994,0.03472539075624999,1.0
LODS (eps=0.40),68,68,78065.0,0.078065,0.0,9,0,9,0,0.0,0.9244823386114495,9722.667008262346,78.065,0.078065,0.078065,0.006094144225,1.0
LODS (eps=0.30),68,68,88447.5,0.08844750000000001,0.0,11,0,11,0,0.0,0.9476248477466505,8796.178523983153,88.4475,0.0884475,0.08844750000000001,0.00782296025625,1.0
LODS (eps=0.25),68,68,106415.0,0.10641500000000001,0.0,14,0,14,0,0.0,0.9390986601705238,7245.219189024104,106.415,0.106415,0.10641500000000001,0.011324152225,1.0
LODS (eps=0.60),68,68,78065.0,0.078065,0.0,9,0,9,0,0.0,0.925700365408039,9735.476846217896,78.065,0.078065,0.078065,0.006094144225,1.0
